0000000001,0000000000,088914,032474,089702,011267,098346,-49642,-37283
0000000002,0000000833,088957,032399,089735,011267,095407,-22430,-61556
0000000003,0000001667,089017,032330,089744,011267,083442,007251,-79273
0000000004,0000002500,089087,032272,089731,011267,063616,036512,-88707
0000000005,0000003333,089162,032233,089695,011267,037841,062471,-88892
0000000006,0000004167,089234,032216,089640,011267,008669,082604,-79852
0000000007,0000005000,089296,032222,089573,011267,-21058,094949,-62470
0000000008,0000005833,089342,032250,089498,011267,-48420,098255,-38415
0000000009,0000006667,089367,032299,089424,011267,-70748,092241,-10072
0000000010,0000007500,089369,032363,089358,011267,-85868,077493,019796
0000000011,0000008333,089348,032436,089307,011267,-92260,055420,048260
0000000012,0000009167,089305,032511,089274,011267,-89336,028217,072540
0000000013,0000010000,089246,032581,089264,011267,-77384,-01465,090270
0000000014,0000010833,089175,032638,089278,011267,-57536,-30719,099676
0000000015,0000011667,089100,032677,089314,011267,-31771,-56684,099875
0000000016,0000012500,089028,032694,089368,011267,-02600,-76830,090850
0000000017,0000013333,088966,032689,089436,011267,027125,-89147,073443
0000000018,0000014167,088920,032660,089511,011267,054490,-92468,049398
0000000019,0000015000,088895,032611,089584,011267,076830,-86468,021058
0000000020,0000015833,088893,032547,089650,011267,091925,-71694,-08810
0000000021,0000016667,088914,032474,089702,011267,098330,-49633,-37277
0000000022,0000017500,088957,032399,089734,011267,095421,-22434,-61567
0000000023,0000018333,089017,032330,089744,011267,083442,007252,-79273
0000000024,0000019167,089087,032273,089731,011267,063606,036507,-88692
0000000025,0000020000,089162,032233,089695,011267,037846,062481,-88907
0000000026,0000020833,089234,032216,089640,011267,008669,082604,-79853
0000000027,0000021667,089296,032222,089572,011267,-21055,094935,-62459
0000000028,0000022500,089342,032251,089498,011267,-48428,098270,-38422
0000000029,0000023333,089367,032299,089424,011267,-70748,092241,-10072
0000000030,0000024167,089369,032363,089358,011267,-85855,077481,019794
0000000031,0000025000,089348,032436,089306,011267,-92275,055428,048267
0000000032,0000025833,089305,032511,089274,011267,-89336,028217,072540
0000000033,0000026667,089246,032581,089264,011267,-77371,-01464,090256
0000000034,0000027500,089175,032638,089278,011267,-57545,-30725,099690
0000000035,0000028333,089100,032677,089314,011267,-31771,-56684,099875
0000000036,0000029167,089028,032695,089368,011267,-02599,-76817,090836
0000000037,0000030000,088966,032689,089436,011267,027128,-89162,073454
0000000038,0000030833,088920,032660,089510,011267,054490,-92468,049398
0000000039,0000031667,088895,032611,089584,011267,076819,-86454,021056
0000000040,0000032500,088893,032547,089650,011267,091939,-71706,-08813
0000000041,0000033333,088914,032474,089702,011267,098330,-49633,-37276
0000000042,0000034167,088957,032399,089734,011267,095407,-22430,-61556
0000000043,0000035000,089017,032330,089744,011267,083454,007253,-79286
0000000044,0000035833,089087,032273,089730,011267,063606,036507,-88692
0000000045,0000036667,089162,032233,089695,011267,037841,062472,-88892
0000000046,0000037500,089235,032216,089640,011267,008670,082617,-79866
0000000047,0000038333,089296,032222,089572,011267,-21055,094935,-62460
0000000048,0000039167,089342,032251,089498,011267,-48420,098255,-38415
0000000049,0000040000,089367,032299,089424,011267,-70760,092255,-10075
0000000050,0000040833,089369,032363,089358,011267,-85855,077481,019794
0000000051,0000041667,089348,032436,089306,011267,-92260,055420,048260
0000000052,0000042500,089305,032511,089274,011267,-89351,028221,072550
0000000053,0000043333,089246,032581,089264,011267,-77371,-01464,090256
0000000054,0000044167,089175,032638,089278,011267,-57535,-30719,099675
0000000055,0000045000,089100,032677,089314,011267,-31776,-56693,099890
0000000056,0000045833,089028,032695,089368,011267,-02599,-76817,090836
0000000057,0000046667,088966,032689,089436,011267,027125,-89147,073443
0000000058,0000047500,088920,032660,089510,011267,054498,-92483,049405
0000000059,0000048333,088895,032611,089584,011267,076819,-86454,021056
0000000060,0000049167,088893,032547,089650,011267,091925,-71694,-08810
0000000061,0000050000,088914,032474,089702,011267,098345,-49641,-37283
0000000062,0000050833,088957,032399,089734,011267,095407,-22430,-61556
0000000063,0000051667,089017,032330,089744,011267,083442,007252,-79273
0000000064,0000052500,089087,032273,089730,011267,063615,036512,-88707
0000000065,0000053333,089162,032233,089695,011267,037841,062472,-88892
0000000066,0000054167,089235,032216,089640,011267,008669,082605,-79853
0000000067,0000055000,089296,032222,089572,011267,-21058,094949,-62470
0000000068,0000055833,089342,032251,089498,011267,-48420,098255,-38415
0000000069,0000056667,089367,032299,089424,011267,-70748,092241,-10072
0000000070,0000057500,089369,032363,089358,011267,-85869,077493,019796
0000000071,0000058333,089348,032436,089306,011267,-92260,055420,048260
0000000072,0000059167,089305,032511,089274,011267,-89336,028217,072540
0000000073,0000060000,089246,032581,089264,011267,-77384,-01465,090270
0000000074,0000060833,089175,032638,089278,011267,-57536,-30719,099675
0000000075,0000061667,089100,032677,089314,011267,-31771,-56684,099875
0000000076,0000062500,089028,032695,089368,011267,-02600,-76829,090850
0000000077,0000063333,088966,032689,089436,011267,027125,-89147,073443
0000000078,0000064167,088920,032660,089510,011267,054490,-92468,049398
0000000079,0000065000,088895,032611,089584,011267,076830,-86468,021058
0000000080,0000065833,088893,032547,089650,011267,091925,-71694,-08810
0000000081,0000066667,088915,032474,089702,011267,098330,-49633,-37277
0000000082,0000067500,088957,032399,089734,011267,095421,-22434,-61567
