0000000001,0000000000,036231,034719,060422,048162,098147,-50222,-38216
0000000002,0000000833,036657,033970,060454,048162,095209,-23011,-62489
0000000003,0000001667,037254,033275,060464,048162,083243,006671,-80205
0000000004,0000002500,037962,032704,060450,048162,063417,035931,-89639
0000000005,0000003333,038713,032312,060414,048162,037642,061891,-89824
0000000006,0000004167,039433,032136,060360,048162,008470,082024,-80785
0000000007,0000005000,040052,032195,060292,048162,-21257,094368,-63403
0000000008,0000005833,040509,032483,060218,048162,-48619,097674,-39347
0000000009,0000006667,040760,032971,060144,048162,-70947,091660,-11004
0000000010,0000007500,040780,033611,060078,048162,-86067,076912,018864
0000000011,0000008333,040566,034342,060026,048162,-92458,054839,047328
0000000012,0000009167,040141,035091,059994,048162,-89535,027637,071607
0000000013,0000010000,039545,035785,059984,048162,-77583,-02046,089337
0000000014,0000010833,038837,036356,059998,048162,-57734,-31300,098743
0000000015,0000011667,038086,036748,060033,048162,-31969,-57265,098943
0000000016,0000012500,037366,036924,060088,048162,-02798,-77410,089918
0000000017,0000013333,036747,036865,060156,048162,026926,-89728,072511
0000000018,0000014167,036290,036577,060230,048162,054291,-93048,048466
0000000019,0000015000,036039,036090,060304,048162,076632,-87049,020126
0000000020,0000015833,036020,035449,060370,048162,091726,-72275,-09743
0000000021,0000016667,036233,034719,060422,048162,098131,-50213,-38209
0000000022,0000017500,036658,033970,060454,048162,095223,-23015,-62499
0000000023,0000018333,037254,033277,060464,048162,083243,006671,-80205
0000000024,0000019167,037962,032705,060450,048162,063407,035926,-89624
0000000025,0000020000,038713,032313,060414,048162,037648,061900,-89839
0000000026,0000020833,039433,032138,060360,048162,008470,082024,-80785
0000000027,0000021667,040052,032197,060292,048162,-21253,094354,-63392
0000000028,0000022500,040510,032484,060217,048162,-48627,097690,-39354
0000000029,0000023333,040760,032972,060144,048162,-70947,091661,-11005
0000000030,0000024167,040780,033613,060078,048162,-86053,076900,018862
0000000031,0000025000,040567,034343,060026,048162,-92473,054848,047334
0000000032,0000025833,040141,035092,059994,048162,-89535,027637,071607
0000000033,0000026667,039545,035786,059984,048162,-77570,-02045,089324
0000000034,0000027500,038837,036357,059997,048162,-57744,-31305,098758
0000000035,0000028333,038086,036749,060033,048162,-31969,-57265,098943
0000000036,0000029167,037366,036924,060088,048162,-02797,-77398,089904
0000000037,0000030000,036747,036866,060156,048162,026930,-89742,072521
0000000038,0000030833,036290,036578,060230,048162,054291,-93048,048466
0000000039,0000031667,036040,036090,060304,048162,076620,-87034,020123
0000000040,0000032500,036020,035450,060370,048162,091740,-72286,-09745
0000000041,0000033333,036233,034720,060422,048162,098131,-50213,-38209
0000000042,0000034167,036659,033971,060454,048162,095208,-23010,-62489
0000000043,0000035000,037254,033277,060464,048162,083256,006672,-80219
0000000044,0000035833,037962,032706,060450,048162,063407,035926,-89624
0000000045,0000036667,038713,032314,060414,048162,037642,061891,-89824
0000000046,0000037500,039434,032138,060360,048162,008471,082036,-80799
0000000047,0000038333,040052,032197,060292,048162,-21253,094354,-63392
0000000048,0000039167,040510,032485,060217,048162,-48619,097675,-39347
0000000049,0000040000,040761,032972,060144,048162,-70959,091675,-11007
0000000050,0000040833,040780,033613,060078,048162,-86053,076901,018862
0000000051,0000041667,040567,034343,060026,048162,-92458,054839,047328
0000000052,0000042500,040141,035092,059994,048162,-89550,027641,071618
0000000053,0000043333,039545,035786,059984,048162,-77570,-02045,089324
0000000054,0000044167,038837,036357,059997,048162,-57734,-31300,098743
0000000055,0000045000,038086,036750,060033,048162,-31975,-57274,098958
0000000056,0000045833,037366,036925,060088,048162,-02798,-77397,089904
0000000057,0000046667,036747,036866,060156,048162,026926,-89728,072511
0000000058,0000047500,036290,036578,060230,048162,054299,-93063,048473
0000000059,0000048333,036040,036090,060304,048162,076620,-87034,020123
0000000060,0000049167,036020,035450,060370,048162,091726,-72274,-09743
0000000061,0000050000,036233,034720,060422,048162,098146,-50222,-38216
0000000062,0000050833,036659,033971,060454,048162,095208,-23011,-62489
0000000063,0000051667,037255,033277,060464,048162,083243,006671,-80205
0000000064,0000052500,037962,032706,060450,048162,063417,035932,-89639
0000000065,0000053333,038713,032314,060414,048162,037642,061891,-89824
0000000066,0000054167,039434,032138,060360,048162,008470,082024,-80785
0000000067,0000055000,040053,032197,060292,048162,-21257,094369,-63403
0000000068,0000055833,040510,032485,060217,048162,-48619,097675,-39347
0000000069,0000056667,040761,032973,060144,048162,-70947,091661,-11004
0000000070,0000057500,040780,033613,060078,048162,-86067,076912,018864
0000000071,0000058333,040567,034343,060026,048162,-92458,054839,047328
0000000072,0000059167,040141,035092,059994,048162,-89535,027637,071607
0000000073,0000060000,039545,035786,059984,048162,-77583,-02046,089337
0000000074,0000060833,038837,036357,059997,048162,-57734,-31300,098743
0000000075,0000061667,038086,036749,060033,048162,-31969,-57265,098943
0000000076,0000062500,037366,036925,060088,048162,-02798,-77410,089917
0000000077,0000063333,036747,036866,060156,048162,026926,-89728,072511
0000000078,0000064167,036290,036578,060230,048162,054291,-93048,048466
0000000079,0000065000,036039,036091,060304,048162,076632,-87048,020126
0000000080,0000065833,036020,035450,060370,048162,091726,-72274,-09743
0000000081,0000066667,036233,034720,060422,048162,098131,-50213,-38209
0000000082,0000067500,036659,033971,060454,048162,095223,-23014,-62499
0000000083,0000068333,037255,033277,060464,048162,083243,006671,-80205
0000000084,0000069167,037963,032706,060450,048162,063407,035926,-89624
0000000085,0000070000,038713,032313,060414,048162,037648,061900,-89839
0000000086,0000070833,039434,032138,060360,048162,008470,082024,-80785
0000000087,0000071667,040053,032197,060292,048162,-21253,094354,-63392
0000000088,0000072500,040510,032484,060217,048162,-48627,097690,-39354
0000000089,0000073333,040761,032973,060144,048162,-70947,091661,-11005
0000000090,0000074167,040780,033613,060078,048162,-86053,076901,018862
0000000091,0000075000,040567,034343,060026,048162,-92473,054848,047334
0000000092,0000075833,040141,035092,059994,048162,-89535,027637,071607
0000000093,0000076667,039545,035786,059984,048162,-77570,-02045,089324
0000000094,0000077500,038837,036357,059997,048162,-57744,-31305,098758
0000000095,0000078333,038086,036750,060033,048162,-31969,-57265,098943
0000000096,0000079167,037366,036925,060088,048162,-02797,-77398,089904
0000000097,0000080000,036747,036866,060156,048162,026930,-89742,072521
0000000098,0000080833,036290,036578,060230,048162,054291,-93048,048466
