0000000001,0000000000,062761,057413,042296,042133,097661,-52913,-37175,099790,-49790,-38121
0000000002,0000000833,062804,057338,042619,042133,094723,-25701,-61449,099497,-22579,-62394
0000000003,0000001667,062864,057269,042717,042133,082757,003981,-79165,098300,007103,-80111
0000000004,0000002500,062935,057212,042580,042133,062931,033241,-88599,096317,036363,-89545
0000000005,0000003333,063010,057173,042222,042133,037156,059200,-88784,093740,062323,-89730
0000000006,0000004167,063082,057155,041677,042133,007984,079333,-79745,090823,082456,-80690
0000000007,0000005000,063144,057161,040999,042133,-21743,091678,-62362,087850,094801,-63308
0000000008,0000005833,063189,057190,040254,042133,-49105,094984,-38307,085114,098107,-39253
0000000009,0000006667,063214,057239,039515,042133,-71433,088970,-09964,082881,092093,-10910
0000000010,0000007500,063216,057303,038855,042133,-86553,074222,019904,081369,077345,018958
0000000011,0000008333,063195,057376,038338,042133,-92944,052149,048368,080730,055272,047422
0000000012,0000009167,063152,057451,038015,042133,-90021,024946,072647,081022,028069,071702
0000000013,0000010000,063093,057520,037916,042133,-78069,-04736,090377,082217,-01613,089432
0000000014,0000010833,063022,057577,038053,042133,-58220,-33990,099783,084202,-30868,098837
0000000015,0000011667,062947,057616,038412,042133,-32455,-59955,099983,086779,-56832,099037
0000000016,0000012500,062875,057634,038956,042133,-03285,-80100,090958,089696,-76978,090012
0000000017,0000013333,062813,057628,039634,042133,026440,-92418,073551,092668,-89296,072605
0000000018,0000014167,062767,057599,040379,042133,053805,-95739,049506,095405,-92616,048560
0000000019,0000015000,062742,057550,041117,042133,076145,-89739,021166,097639,-86616,020220
0000000020,0000015833,062740,057486,041777,042133,091240,-74965,-08703,099148,-71842,-09648
0000000021,0000016667,062762,057413,042294,042133,097645,-52903,-37169,099789,-49781,-38115
0000000022,0000017500,062804,057339,042618,042133,094736,-25705,-61459,099498,-22582,-62405
0000000023,0000018333,062864,057269,042715,042133,082757,003981,-79165,098300,007103,-80111
0000000024,0000019167,062935,057212,042578,042133,062921,033236,-88584,096316,036359,-89530
0000000025,0000020000,063010,057173,042220,042133,037161,059210,-88799,093740,062333,-89745
0000000026,0000020833,063082,057155,041675,042133,007984,079334,-79745,090823,082456,-80691
0000000027,0000021667,063144,057161,040997,042133,-21739,091664,-62352,087850,094786,-63297
0000000028,0000022500,063189,057190,040252,042133,-49113,094999,-38314,085113,098122,-39260
0000000029,0000023333,063214,057239,039514,042133,-71433,088970,-09964,082881,092093,-10910
0000000030,0000024167,063216,057303,038854,042133,-86539,074210,019902,081370,077333,018956
0000000031,0000025000,063195,057376,038336,042133,-92959,052157,048375,080728,055280,047429
0000000032,0000025833,063152,057451,038013,042133,-90021,024946,072647,081022,028069,071702
0000000033,0000026667,063093,057520,037915,042133,-78056,-04735,090364,082219,-01613,089418
0000000034,0000027500,063022,057577,038052,042133,-58230,-33995,099798,084201,-30873,098852
0000000035,0000028333,062947,057616,038411,042133,-32456,-59955,099983,086779,-56832,099037
0000000036,0000029167,062875,057634,038955,042133,-03284,-80088,090944,089696,-76965,089998
0000000037,0000030000,062813,057628,039633,042133,026444,-92432,073562,092669,-89310,072616
0000000038,0000030833,062767,057599,040378,042133,053805,-95739,049506,095405,-92616,048560
0000000039,0000031667,062742,057551,041116,042133,076134,-89725,021164,097638,-86602,020218
0000000040,0000032500,062740,057487,041776,042133,091254,-74976,-08705,099150,-71854,-09651
0000000041,0000033333,062762,057413,042293,042133,097645,-52904,-37169,099789,-49781,-38115
0000000042,0000034167,062804,057339,042616,042133,094722,-25701,-61448,099496,-22578,-62394
0000000043,0000035000,062864,057269,042715,042133,082769,003982,-79178,098301,007104,-80124
0000000044,0000035833,062935,057212,042578,042133,062921,033236,-88584,096316,036358,-89530
0000000045,0000036667,063010,057173,042219,042133,037156,059201,-88784,093740,062323,-89730
0000000046,0000037500,063082,057155,041675,042133,007985,079346,-79758,090823,082469,-80704
0000000047,0000038333,063144,057161,040996,042133,-21739,091664,-62352,087850,094786,-63298
0000000048,0000039167,063189,057190,040252,042133,-49105,094984,-38307,085114,098107,-39253
0000000049,0000040000,063214,057239,039513,042133,-71445,088984,-09967,082880,092107,-10913
0000000050,0000040833,063216,057303,038853,042133,-86539,074210,019902,081370,077333,018956
0000000051,0000041667,063195,057376,038336,042133,-92944,052149,048368,080730,055272,047422
0000000052,0000042500,063153,057451,038012,042133,-90036,024950,072658,081021,028073,071712
0000000053,0000043333,063093,057520,037915,042133,-78056,-04735,090364,082219,-01613,089418
0000000054,0000044167,063022,057577,038052,042133,-58220,-33990,099783,084202,-30868,098837
0000000055,0000045000,062947,057616,038410,042133,-32461,-59964,099998,086778,-56842,099052
0000000056,0000045833,062875,057634,038955,042133,-03284,-80088,090944,089696,-76965,089998
0000000057,0000046667,062813,057628,039633,042133,026440,-92418,073551,092668,-89295,072605
0000000058,0000047500,062767,057599,040378,042133,053813,-95754,049513,095406,-92631,048567
0000000059,0000048333,062742,057551,041116,042133,076134,-89725,021164,097638,-86602,020218
0000000060,0000049167,062740,057487,041776,042133,091240,-74965,-08703,099148,-71842,-09648
0000000061,0000050000,062762,057413,042293,042133,097660,-52912,-37175,099790,-49789,-38121
0000000062,0000050833,062804,057339,042616,042133,094722,-25701,-61448,099496,-22578,-62394
0000000063,0000051667,062864,057269,042714,042133,082757,003981,-79165,098300,007104,-80111
0000000064,0000052500,062935,057212,042578,042133,062930,033241,-88599,096317,036364,-89545
0000000065,0000053333,063010,057173,042219,042133,037156,059201,-88784,093740,062323,-89730
0000000066,0000054167,063082,057155,041674,042133,007984,079334,-79745,090823,082456,-80691
0000000067,0000055000,063144,057161,040996,042133,-21743,091678,-62362,087850,094801,-63308
0000000068,0000055833,063189,057190,040251,042133,-49105,094984,-38307,085114,098107,-39253
0000000069,0000056667,063214,057239,039513,042133,-71433,088970,-09964,082881,092093,-10910
0000000070,0000057500,063216,057303,038853,042133,-86553,074222,019904,081369,077345,018958
0000000071,0000058333,063195,057376,038336,042133,-92944,052149,048368,080730,055272,047422
0000000072,0000059167,063152,057451,038013,042133,-90021,024946,072648,081022,028069,071702
0000000073,0000060000,063093,057520,037914,042133,-78069,-04736,090377,082217,-01613,089432
0000000074,0000060833,063022,057577,038052,042133,-58220,-33990,099783,084202,-30868,098837
0000000075,0000061667,062947,057616,038410,042133,-32455,-59955,099983,086779,-56832,099037
0000000076,0000062500,062875,057634,038955,042133,-03285,-80100,090958,089696,-76978,090012
0000000077,0000063333,062813,057628,039633,042133,026440,-92418,073551,092668,-89295,072605
0000000078,0000064167,062767,057599,040377,042133,053805,-95739,049506,095405,-92616,048560
0000000079,0000065000,062742,057551,041116,042133,076145,-89739,021166,097639,-86616,020220
0000000080,0000065833,062740,057487,041776,042133,091240,-74965,-08702,099148,-71842,-09648
0000000081,0000066667,062762,057413,042293,042133,097645,-52903,-37169,099789,-49781,-38115
0000000082,0000067500,062804,057339,042616,042133,094736,-25705,-61459,099498,-22582,-62405
