0000000001,0000000000,086521,086626,030820,005192,099715,-49121,-37175
0000000002,0000000833,086948,085876,031143,005192,099421,-21909,-61449
0000000003,0000001667,087544,085182,031241,005192,098225,007772,-79165
0000000004,0000002500,088252,084611,031105,005192,096242,037033,-88599
0000000005,0000003333,089003,084218,030746,005192,093664,062992,-88784
0000000006,0000004167,089723,084043,030201,005192,090747,083125,-79745
0000000007,0000005000,090343,084102,029523,005192,087775,095470,-62362
0000000008,0000005833,090800,084390,028778,005192,085038,098776,-38307
0000000009,0000006667,091050,084878,028039,005192,082806,092762,-09964
0000000010,0000007500,091070,085518,027379,005192,081294,078014,019904
0000000011,0000008333,090857,086249,026862,005192,080654,055941,048368
0000000012,0000009167,090431,086997,026539,005192,080947,028738,072647
0000000013,0000010000,089835,087692,026440,005192,082142,-00944,090377
0000000014,0000010833,089127,088262,026578,005192,084127,-30198,099783
0000000015,0000011667,088376,088655,026936,005192,086703,-56163,099983
0000000016,0000012500,087656,088831,027480,005192,089620,-76308,090958
0000000017,0000013333,087038,088771,028158,005192,092593,-88626,073551
0000000018,0000014167,086580,088484,028903,005192,095329,-91947,049506
0000000019,0000015000,086329,087997,029641,005192,097563,-85947,021166
0000000020,0000015833,086310,087356,030301,005192,099073,-71173,-08703
0000000021,0000016667,086523,086626,030818,005192,099713,-49112,-37169
0000000022,0000017500,086948,085877,031142,005192,099423,-21913,-61459
0000000023,0000018333,087545,085183,031239,005192,098225,007773,-79165
0000000024,0000019167,088252,084612,031102,005192,096241,037028,-88584
0000000025,0000020000,089003,084220,030744,005192,093665,063002,-88799
0000000026,0000020833,089724,084045,030199,005192,090747,083125,-79745
0000000027,0000021667,090343,084103,029521,005192,087775,095456,-62352
0000000028,0000022500,090800,084391,028776,005192,085038,098791,-38314
0000000029,0000023333,091051,084879,028038,005192,082806,092762,-09964
0000000030,0000024167,091070,085519,027378,005192,081295,078002,019902
0000000031,0000025000,090857,086250,026860,005192,080653,055949,048375
0000000032,0000025833,090431,086999,026537,005192,080947,028738,072647
0000000033,0000026667,089835,087693,026439,005192,082143,-00943,090364
0000000034,0000027500,089127,088264,026576,005192,084126,-30204,099798
0000000035,0000028333,088377,088656,026935,005192,086703,-56163,099983
0000000036,0000029167,087657,088831,027480,005192,089621,-76296,090944
0000000037,0000030000,087037,088773,028157,005192,092593,-88641,073562
0000000038,0000030833,086581,088485,028902,005192,095329,-91947,049506
0000000039,0000031667,086330,087997,029640,005192,097562,-85933,021164
0000000040,0000032500,086310,087357,030300,005192,099074,-71185,-08705
0000000041,0000033333,086524,086626,030817,005192,099713,-49112,-37169
0000000042,0000034167,086949,085878,031140,005192,099421,-21909,-61448
0000000043,0000035000,087545,085184,031239,005192,098226,007774,-79178
0000000044,0000035833,088253,084613,031102,005192,096241,037028,-88584
0000000045,0000036667,089004,084220,030743,005192,093664,062993,-88784
0000000046,0000037500,089724,084045,030199,005192,090747,083138,-79758
0000000047,0000038333,090343,084104,029521,005192,087775,095456,-62352
0000000048,0000039167,090800,084391,028776,005192,085038,098776,-38307
0000000049,0000040000,091051,084879,028037,005192,082804,092776,-09967
0000000050,0000040833,091070,085520,027377,005192,081295,078002,019902
0000000051,0000041667,090857,086250,026860,005192,080654,055941,048368
0000000052,0000042500,090432,086999,026536,005192,080945,028742,072658
0000000053,0000043333,089836,087693,026439,005192,082143,-00943,090364
0000000054,0000044167,089128,088264,026576,005192,084127,-30198,099783
0000000055,0000045000,088377,088657,026934,005192,086703,-56172,099998
0000000056,0000045833,087657,088831,027479,005192,089620,-76296,090944
0000000057,0000046667,087038,088772,028157,005192,092593,-88626,073551
0000000058,0000047500,086580,088485,028902,005192,095330,-91962,049513
0000000059,0000048333,086330,087997,029640,005192,097562,-85933,021164
0000000060,0000049167,086310,087357,030300,005192,099073,-71173,-08703
0000000061,0000050000,086523,086627,030817,005192,099715,-49120,-37175
0000000062,0000050833,086949,085878,031140,005192,099421,-21909,-61448
0000000063,0000051667,087545,085184,031238,005192,098225,007773,-79165
0000000064,0000052500,088253,084613,031102,005192,096242,037033,-88599
0000000065,0000053333,089004,084220,030743,005192,093664,062993,-88784
0000000066,0000054167,089724,084045,030198,005192,090747,083126,-79745
0000000067,0000055000,090343,084104,029520,005192,087775,095470,-62362
0000000068,0000055833,090800,084391,028776,005192,085038,098776,-38307
0000000069,0000056667,091051,084879,028037,005192,082806,092762,-09964
0000000070,0000057500,091071,085520,027377,005192,081294,078014,019904
0000000071,0000058333,090857,086250,026860,005192,080654,055941,048368
0000000072,0000059167,090432,086999,026537,005192,080947,028738,072648
0000000073,0000060000,089836,087693,026438,005192,082142,-00944,090377
0000000074,0000060833,089128,088264,026576,005192,084127,-30198,099783
0000000075,0000061667,088377,088656,026934,005192,086703,-56163,099983
0000000076,0000062500,087657,088832,027479,005192,089620,-76308,090958
0000000077,0000063333,087038,088773,028157,005192,092593,-88626,073551
0000000078,0000064167,086581,088485,028901,005192,095329,-91947,049506
0000000079,0000065000,086330,087998,029640,005192,097563,-85947,021166
0000000080,0000065833,086310,087357,030300,005192,099073,-71173,-08702
