0000000001,0000000000,074155,070853,094874,064582,097503,084408,-38372,099055,-48252,-38657
0000000002,0000000833,074198,070778,098105,064582,094565,087129,-62645,098761,-21041,-62930
0000000003,0000001667,074258,070709,099085,064582,082599,090097,-80361,097564,008641,-80646
0000000004,0000002500,074329,070651,097719,064582,062773,093023,-89796,095582,037902,-90081
0000000005,0000003333,074404,070612,094131,064582,036998,095619,-89980,093004,063861,-90266
0000000006,0000004167,074476,070595,088681,064582,007826,097633,-80941,090087,083994,-81226
0000000007,0000005000,074538,070601,081902,064582,-21901,098867,-63559,087114,096339,-63844
0000000008,0000005833,074583,070629,074453,064582,-49263,099198,-39503,084378,099645,-39788
0000000009,0000006667,074608,070678,067066,064582,-71591,098596,-11161,082145,093631,-11446
0000000010,0000007500,074610,070742,060463,064582,-86711,097122,018707,080633,078883,018422
0000000011,0000008333,074589,070815,055294,064582,-93102,094914,047171,079994,056810,046886
0000000012,0000009167,074546,070890,052061,064582,-90179,092194,071451,080286,029607,071166
0000000013,0000010000,074487,070959,051077,064582,-78227,089226,089181,081482,-00075,088896
0000000014,0000010833,074416,071017,052449,064582,-58379,086300,098587,083466,-29329,098302
0000000015,0000011667,074341,071056,056032,064582,-32613,083704,098787,086043,-55294,098501
0000000016,0000012500,074269,071073,061477,064582,-03443,081689,089761,088960,-75440,089476
0000000017,0000013333,074207,071067,068257,064582,026282,080458,072354,091932,-87757,072069
0000000018,0000014167,074161,071039,075702,064582,053647,080125,048310,094669,-91078,048024
0000000019,0000015000,074136,070990,083086,064582,075987,080725,019970,096903,-85078,019684
0000000020,0000015833,074134,070926,089684,064582,091082,082203,-09899,098412,-70304,-10184
0000000021,0000016667,074156,070853,094853,064582,097487,084409,-38365,099053,-48243,-38650
0000000022,0000017500,074198,070778,098090,064582,094578,087129,-62656,098762,-21044,-62941
0000000023,0000018333,074258,070709,099067,064582,082599,090097,-80362,097564,008642,-80647
0000000024,0000019167,074329,070652,097698,064582,062763,093023,-89781,095581,037897,-90066
0000000025,0000020000,074404,070612,094117,064582,037003,095620,-89996,093005,063871,-90281
0000000026,0000020833,074476,070595,088665,064582,007826,097633,-80942,090087,083994,-81227
0000000027,0000021667,074538,070601,081885,064582,-21897,098866,-63548,087114,096325,-63833
0000000028,0000022500,074583,070629,074437,064582,-49271,099199,-39510,084377,099660,-39796
0000000029,0000023333,074608,070678,067052,064582,-71591,098596,-11161,082145,093631,-11446
0000000030,0000024167,074610,070742,060450,064582,-86697,097120,018705,080635,078871,018420
0000000031,0000025000,074589,070815,055277,064582,-93117,094915,047178,079993,056818,046893
0000000032,0000025833,074546,070890,052047,064582,-90179,092194,071451,080286,029607,071166
0000000033,0000026667,074487,070960,051068,064582,-78214,089226,089167,081483,-00075,088882
0000000034,0000027500,074416,071017,052434,064582,-58388,086300,098601,083465,-29335,098316
0000000035,0000028333,074341,071056,056021,064582,-32614,083704,098787,086043,-55294,098501
0000000036,0000029167,074269,071073,061470,064582,-03442,081691,089747,088960,-75427,089462
0000000037,0000030000,074207,071068,068247,064582,026286,080456,072365,091933,-87772,072080
0000000038,0000030833,074161,071039,075693,064582,053647,080125,048310,094669,-91078,048025
0000000039,0000031667,074136,070990,083077,064582,075976,080727,019967,096902,-85064,019682
0000000040,0000032500,074134,070926,089679,064582,091096,082202,-09901,098414,-70316,-10186
0000000041,0000033333,074156,070853,094845,064582,097487,084409,-38365,099053,-48243,-38650
0000000042,0000034167,074198,070778,098079,064582,094564,087129,-62645,098761,-21040,-62930
0000000043,0000035000,074258,070709,099063,064582,082611,090098,-80375,097565,008642,-80660
0000000044,0000035833,074329,070652,097691,064582,062763,093023,-89781,095581,037897,-90066
0000000045,0000036667,074404,070612,094107,064582,036998,095619,-89981,093004,063862,-90266
0000000046,0000037500,074476,070595,088661,064582,007827,097634,-80955,090087,084007,-81240
0000000047,0000038333,074538,070601,081879,064582,-21897,098866,-63548,087115,096325,-63833
0000000048,0000039167,074583,070629,074432,064582,-49263,099198,-39503,084378,099645,-39789
0000000049,0000040000,074608,070678,067045,064582,-71603,098598,-11163,082144,093645,-11448
0000000050,0000040833,074610,070742,060445,064582,-86697,097120,018705,080635,078871,018420
0000000051,0000041667,074589,070815,055275,064582,-93102,094914,047171,079994,056810,046886
0000000052,0000042500,074547,070890,052039,064582,-90194,092194,071461,080285,029611,071176
0000000053,0000043333,074487,070960,051063,064582,-78214,089226,089167,081483,-00074,088882
0000000054,0000044167,074416,071017,052432,064582,-58378,086300,098587,083466,-29329,098302
0000000055,0000045000,074341,071056,056014,064582,-32619,083703,098801,086042,-55304,098516
0000000056,0000045833,074269,071073,061465,064582,-03442,081691,089747,088960,-75427,089462
0000000057,0000046667,074207,071068,068244,064582,026282,080458,072354,091932,-87757,072069
0000000058,0000047500,074161,071039,075690,064582,053655,080124,048317,094670,-91093,048031
